Text,Label
"Memes are a dkhe tomorow at noon, please.",Bullying
"How amusing you are on Tiktok, Chalaw",Bullying
Your passion and perseverance are really remarkable.,Not-Bullying
Let me know if you ever need a helping hand.,Not-Bullying
I'm here to help you however I can.,Not-Bullying
Never be reluctant to get in touch if you need anything.,Not-Bullying
"Shoddy workmanship, please",Bullying
May your birthday be blessed with pleasure and happiness.,Not-Bullying
"Enjoy your day, you're another year wiser and more amazing!",Not-Bullying
Enjoy a wonderful birthday party as a reminder of how amazing you are!,Not-Bulyying
When a person recounts a true story:,Not-Bullying
Your photographic abilities are amazing; each image contains a narrative.,Not-Bullying
"You lead by example, and your leadership style is admirable.",Not-Bullying
It's admirable the way you manage difficulties and inspire your group.,Not-Bullying
"A great leader, you bring out the best in everyone you work with!",Not-Bullying
Your talent is limitless!,Not-Bullying
You have a remarkable command of language.,Not-Bullying
"No matter what, I'm here for you, and we'll get through this together.",Not-Bullying
"I know you're tremendously strong, and I know you can get through this.",Not-Bullying
I'm sending you all the energy and fortitude you need right now.,Not-Bullying
recognizing creative talent in others,Not-Bullying
You truly have gifted the world with your artistic abilities. Create more!,Not-Bullying
"Your wedding was a magnificent occasion, and your love story is lovely.",Not-Bullying
May your path as a couple be filled with unforgettable experiences and special moments.,Not-Bullying
Your creative ability never ceases to surprise me.,Not-Bullying
Your enthusiasm for [insert interest] is motivational.,Not-Bullying
This isn't going to work since none of us are 12 years old or younger.,Not-Bullying
You appear to be gorgeous!,Not-Bullying
My day is made brighter by your grin!,Not-Bullying
Have faith in yourself; you can do this.,Not-Bullying
Keep trying; you're more resilient than you realize.,Not-Bullying
Your commitment and effort are bearing fruit. Keep going!,Not-Bullying
You've accomplished a goal that many others strive for. Good work!,Not-Bullying
Your perseverance and ability are demonstrated by your achievement.,Not-Bullying
OBOSTHA KORECO TOMAR CH,Bullyinfg
"No matter what, I'm here for you.",Not-Bullying
Your fortitude is admirable.,Not-Bullying
Limit baje howar akta ace,Bullying
The films they have are all of the adult variety.,Bullying
You require a really warm clothing.,Bullying
You appear too attractive.,Bullying
Memes are shared widely and are often favorable.,Bullying
You are very innocent and lovely.,Not-Bullying 
You are a pitiful failure even as a troll.,Bullying 
George Floyd would be ashamed of this.,Not-Bullying 
I believe one of your first senses to die is sensation.,Not-Bullying 
Law should use due diligence. You idiots!,Not-Bullying 
Islam was proclaimed to be a whole religion by the prophet Muhammad (s.a.w.,Bullying 
I'm serious!,Not-Bullying 
Why do Muslims insist that women dress modestly and remain at home?,Bullying 
Lucky Charms offends me.,Bullying 
Any terrorist must be taken by the police.,Bullying 
This video deserves to go viral.,Bullying 
All people are threatened by nuclear weapons.,Bullying 
We're hoping the kidnappers won't make good on their threat to kill the captives.,Bullying 
Any terrorist must be taken by the police.,Bullying 
Three major railway stations were shut down.,Bullying 
Police security was made available to the prosecution's main witness after she received,Bullying 
"can't stop watching this, honestly",Not-Bullying 
I composed some orchestral pieces.,Not-Bullying 
What size are you?,Bullying 
Thank you for being a part of my life.,Not-Bulllying
HAH HA HA! A tumi eta koreco,Bullying
"Yes, that image is similar to that of a hero.",Bullying
"Memes are a dkhe tomorow at noon, please.",Bullying
"How amusing you are on Tiktok, Chalaw",Bullying
Best wishes on your well-earned success!,Not-Bullying
Enjoy it—you've worked so hard for it!,Not-Bullying
Your accomplishments never cease to motivate us all.,Not-Bullying
"You could do it, I knew it! Well done!",Not-Bullying
Why do Muslims insist that women dress modestly and remain at home?,Bullying 
Lucky Charms offends me.,Bullying 
Any terrorist must be taken by the police.,Bullying 
This video deserves to go viral.,Bullying 
All people are threatened by nuclear weapons.,Bullying 
We're hoping the kidnappers won't make good on their threat to kill the captives.,Bullying 
Any terrorist must be taken by the police.,Bullying 
Three major railway stations were shut down.,Bullying 
Police security was made available to the prosecution's main witness after she received,Bullying 
This video deserves to go viral.,Bullying 
All people are threatened by nuclear weapons.,Bullying 
We're hoping the kidnappers won't make good on their threat to kill the captives.,Bullying 
Any terrorist must be taken by the police.,Bullying 
Three major railway stations were shut down.,Bullying 
Police security was made available to the prosecution's main witness after she received,Bullying 
I appreciate you sharing your amazing tale.,Not-Bullying
So many of us can relate to what you've gone through. It's not just you.,Not-Bullying
"It takes guts to share something like this, so bravo. You're having an impact.",Not-Bullying
Inspiration for a fresh endeavor:,Not-Bullying
What a shame for those who were harmed or vulnerable by it.,Bullying
"On your forehead, get a tattoo of that stuff.",Not-Bullying
I am quite grateful for your warm sentiments. I'm a huge fan of your voice.,Not-Bullying
This isn't going to work since none of us are 12 years old or younger.,Not-Bullying
You appear to be gorgeous!,Not-Bullying
My day is made brighter by your grin!,Not-Bullying
This article made me chuckle. I appreciate you sharing!,Not-Bulyying
I want to go to the club with you.,Bullying
Sexting party in Cholo,Bullying
"If you ever need to chat, let me know.",Not-Bullying
I can picture how difficult that must be.,Not-Bullying
Love and good energies are being sent your way at this trying time.,Not-Bullying
"Your emotions are legitimate, and I'm here to help you.",Not-Bullying
I really enjoy watching your TikTok videos; they're so fun.,Not-Bullying 
.. They are adorable. .I'm sad to learn that some individuals believe all Thai K-POP fans despise them since they're not,Bullying
"Hey girl, 1000 tk every night",Bullying 
I composed some orchestral pieces.,Not-Bullying
What a shame for those who were harmed or vulnerable by it.,Bullying
"On your forehead, get a tattoo of that stuff.",Not-Bullying
I am quite grateful for your warm sentiments. I'm a huge fan of your voice.,Not-Bullying
"Amarmoteo valo lageni, tumi ai kajti amar",Bullying
Alakata kotota joghonno,Bullying
This isn't going to work since none of us are 12 years old or younger.,Not-Bullying
You appear to be gorgeous!,Not-Bullying
My day is made brighter by your grin!,Not-Bullying
You totally owned the stage! Such an amazing performance!,Not-Bullying
"You truly have gifted the world with your artistic abilities. Create more!""",Not-Bullying
I'm continually in awe of your imagination; it knows no limits.,Not-Bullying
I'm looking forward to seeing what you do next since your work is a gem.,Not-Bullying
promoting progress and personal development:,Not-Bullying
"Dawg, I want to make this woman suffer.",Bullying
"You supplied passages from the Qur'an that mention all Muslims going to Hell, you fool, respond to my allegations.",Bullying
"How about you, little nigga, quit asking questions?",Bullying
Jinna asked for direct action to slaughter Hindus in order to split India on the basis of Islam.,Bullying
Well done; I was engrossed from start to finish.,Not-Bullying
when a person announces good news:,Not-Bullying
I'm your closest pal from Bangladesh.,Bullying
"I've been floating like clouds in your head, honey; I'm not tired at all.",Bullying 
"Hahaha, well then, be careful.",Bullying
"It might be scary to start something new, but I know you can do it.",Not-Bullying
Accept this chance with confidence; you're up to the task.,Not-Bullying
"Go for it, I can't wait to see where this trip takes you!",Not-Bullying
Manus the tmi job krona ki ble,Bullying
I want to get an automobile.,Not-Bullying 
You're my spouse.,Not-Bullying 
She appears to be a bitch.,Bullying
He assaulted his wife while drinking booze.,Bullying
